OD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;302;303;304;305;306;307;308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;401;402;403;404;405;406;407;408;409;410;411;412;413;414;415;416;417;418;419;420;421;422;423;424;425;426;427;428;429;430;431;432;433;434;435;436;437;438;439;440;441;442;443;444;445;446;447;448;449;450;451;452;453;454;455;456;457;458;459;460;461;462;463;464;465;466;467;468;469;470;471;472;473;474;475;476;477;478;479;480;481;482;483;484;485;486;487;488;489;490;491;492;493;494;495;496;497;498;499;500;501;502;503;504;505;506;507;508;509;510;511;512;513;514;515;516;517
228;206;687;0;0;279;0;0;0;176;0;0;0;0;301;0;0;217;455;0;0;0;0;0;0;0;0;0;0;0;0;0;631;0;0;0;0;0;0;0;531;455;560;0;560;0;0;0;0;0;0;0;0;631;0;0;0;0;0;0;0;0;0;1.080;0;0;0;0;176;0;0;0;0;245;0;0;0;0;0;176;0;0;631;0;0;0;0;0;0;0;0;0;0;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;813;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.265;0;133;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;578;3.394;2.026;1.385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
229;1.147;3.924;365;398;1.288;0;1.228;0;398;0;0;0;0;935;847;0;0;398;0;0;0;464;452;0;0;0;0;694;0;0;365;1.388;0;0;0;0;398;0;398;0;0;0;2.640;0;1.092;0;0;0;1.200;398;0;0;0;0;0;0;0;0;365;0;0;0;365;0;0;1.223;0;365;365;0;0;0;0;0;0;0;365;365;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0;450;0;0;0;0;0;0;0;0;0;0;1.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;0;0;0;0;0;0;0;365;0;0;0;0;0;0;0;0;0;0;0;452;0;0;0;0;0;0;0;398;0;450;0;0;557;0;1.314;771;0;1.303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;313;890;398;0;0;0;345;492;0;0;0;0;603;0;1.154;398;0;0;0;0;0;1.492;0;0;1.248;2.398;0;0;0;0;935;0;0;398;0;0;935;2.204;4.957;1.385;24.372;13.061;3.110;1.011;1.068;0;0;0;0;0;0;1.060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.248;0;499;0;0;709;2.044;373;82;1.540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;0;0;0;0;0;0;0;0;365;0;0;0;0;0;365;0;0;0;0;0;365;0;0;0;0;0;0;0;694;0;0;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;0;0;0;855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;0;0;786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;682;0;0;755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;0;1.326;0;306;625;857;770;0;0;0;0;0;0;770;0;0;0;0;0;0;0;0;0;419;0;0;1.056;0;0;377;0;0;0;0;0;0;0;0;0;1.651;0;333;1.289;0;0;0;0;0;625;0;0;0;625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;0;0;0;0;0;0;0;0;0;0;0;306;0;0;0;0;0;0;0;0;1.302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;0;1.042;1.841;0;1.058;498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;566;0;0;0;0;0;333;680;0;0;333;0;2.386;0;0;0;752;0;1.302;0;0;0;0;1.386;680;0;0;0;0;0;0;11.171;6.988;186;1.099;456;0;0;0;0;0;1.076;333;0;0;0;0;333;0;0;0;0;306;0;0;770;0;0;0;0;333;0;0;0;0;0;0;680;0;755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231;152;563;0;0;152;0;0;0;152;0;0;165;0;199;0;152;118;0;257;0;0;0;152;149;0;0;0;0;0;0;614;199;0;0;0;0;0;0;0;0;152;382;165;0;236;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;0;0;0;257;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0;165;0;0;0;264;165;0;0;0;0;0;0;165;0;644;0;0;165;0;0;0;165;338;290;0;0;0;0;0;0;433;0;217;0;257;312;290;0;3.110;186;3.766;3.098;1.324;0;0;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;382;0;165;0;0;509;165;338;0;165;815;0;0;257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;0;0;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;0;0;0;0;0;532;0;0;0;0;0;0;0;457;0;0;0;0;0;0;0;0;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;195;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373;0;0;0;0;0;0;0;0;0;0;0;0;314;0;0;499;0;796;0;0;0;601;212;0;866;0;0;0;0;0;0;0;0;0;0;314;0;0;0;0;0;0;0;0;314;0;0;0;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332;0;0;0;0;536;0;629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;654;212;0;0;0;0;0;0;654;0;0;0;0;0;0;0;0;0;0;341;0;0;0;212;0;0;418;796;0;341;0;0;740;0;266;0;301;0;0;0;1.011;1.435;3.315;5.975;658;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.308;0;0;341;0;0;282;682;212;1.084;1.626;724;0;406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;0;0;0;0;0;0;0;0;0;0;0;0;0
233;550;0;220;0;311;338;0;0;0;0;0;0;0;0;338;0;0;338;0;671;0;0;436;0;0;0;436;0;0;0;0;0;0;0;0;0;0;0;0;598;475;338;436;0;0;689;0;0;0;0;0;0;0;0;0;0;311;0;0;0;0;0;0;0;0;0;747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;0;0;0;0;0;0;0;949;0;0;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;0;2.626;0;0;0;0;0;0;773;0;0;0;0;0;0;0;0;0;0;0;0;338;239;0;0;0;0;0;0;0;338;322;577;0;126;0;493;0;0;0;1.406;456;1.324;1.042;1.524;287;2.131;0;0;0;0;0;239;0;0;0;0;0;0;0;0;0;640;0;0;1.794;0;0;0;239;0;499;338;0;0;2.185;578;697;1.695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;671;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;616;0;0;0;0;0;0;0;0;0
234;684;287;684;0;0;0;0;0;0;0;0;0;0;287;287;0;0;0;0;0;0;0;0;0;0;0;0;0;264;0;0;0;0;264;0;0;0;0;0;0;0;0;684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;0;0;0;0;0;0;0;264;0;0;0;0;0;0;0;0;0;0;0;684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.317;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;0;0;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;287;0;506;744;0;287;0;0;0;0;0;0;0;744;238;0;0;574;199;0;0;0;0;0;260;287;6.274;2.189;0;0;0;0;0;287;0;0;0;0;0;0;0;0;0;0;0;0;0;506;0;0;0;0;0;0;0;693;2.830;1.270;287;166;0;0;0;0;0;264;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;0;0;1.119;0;0;0;325;0;0;0;0;684;0;0;0;525;570;702;0;0;140;0;0;0;0;0;0;0;744;0;0;0;0;0;0;0;0;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;525;890;0;0;0;0;0;0;1.202;0;0;0;0;0;0;0;696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482;0;696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.020;0;0;0;0;0;553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;696;0;0;0;0;0;0;0;0;0;0;0;1.308;0;0;0;0;0;601;322;1.308;0;0;0;1.813;0;0;0;0;0;0;0;2.131;2.189;6.994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;696;0;0;0;0;1.109;515;527;0;0;2.415;890;0;445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626;0;844;445;0;0;0;0;0;0;0;0;0;650;340;527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;448;0;0;0;51;0;0;0;0;0;0;0;0;0;263;0;0;342;0;0;0;0;122;311;0;0;0;0;633;0;0;207;0;0;0;51;0;0;0;0;0;0;58;0;50;0;0;0;0;175;0;0;0;0;0;0;155;0;0;0;0;0;0;0;0;0;122;0;0;0;143;0;0;109;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;526;0;0;761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;147;424;795;109;1.116;436;740;0;0;584;0;2.292;0;0;105;0;248;0;0;471;0;0;0;123;0;0;416;124;0;0;0;0;0;225;0;0;0;0;0;0;0;774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0
237;70;0;26;26;72;0;0;0;0;0;0;0;0;28;0;0;0;325;0;509;90;0;47;290;0;0;157;207;72;0;0;62;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;171;0;0;26;128;53;217;0;51;0;26;0;51;0;0;0;0;26;0;0;0;111;0;0;102;111;0;0;72;0;26;0;0;31;51;0;0;0;0;0;0;0;0;111;0;0;72;0;0;0;0;16;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0;0;0;0;0;0;0;0;0;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;91;16;336;198;153;190;120;133;3.279;385;166;1.963;0;0;0;0;657;61;311;0;0;0;0;213;0;426;0;0;0;0;0;0;0;0;28;0;0;766;115;1.353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;26;0;0;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;0;0;26;0;0;0;0;0;0;0;0;188;416;0;0;0;217;0;0;0;0;0;0;0;230;0;0;0;0;0;26;425;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;309;151;0;178;0;294;0;0;0;0;0;0;0;0;135;0;0;0;0;0;336;0;0;0;0;0;151;151;0;0;293;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;26;0;85;0;0;78;270;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;135;0;0;38;309;135;163;0;151;0;444;0;0;0;0;0;0;0;0;0;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;0;0;336;718;119;147;126;0;0;0;125;620;2.235;0;0;0;314;0;0;472;0;0;0;0;0;690;892;0;0;0;213;0;0;0;0;0;0;0;0;309;0;0;619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;147;0;0;0;0;0;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;628;0;0;0;0;0;0;0;0;0;0;0;0;536;0;0;135;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292;0;0;0;455;0;0;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;402;0
239;345;116;610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;265;0;466;0;219;359;0;206;0;0;301;0;0;374;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;314;132;0;0;406;160;315;396;61;0;245;67;0;0;0;0;0;119;0;0;0;110;0;0;0;192;0;34;140;0;282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;170;0;0;0;0;0;0;968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617;0;0;0;0;0;0;0;346;0;0;0;0;0;0;0;0;0;0;0;0;0;218;0;0;0;247;0;0;0;0;304;0;0;0;0;0;486;0;0;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384;0;0;299;0;0;0;0;449;0;0;0;0;0;646;0;0;0;0;0;0;0;0;0;0;1.076;0;0;0;0;0;424;181;288;1.103;423;238;627;366;3.578;345;152;3.124;0;909;276;403;0;89;67;615;321;0;0;0;0;465;841;0;378;0;0;0;0;0;0;0;0;0;0;880;849;0;215;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357;113;0;0;0;0;0;0;1.050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;40;0;0;0;0;0;0;0;0;337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
